appid,title,developer,publisher,genres,languages,tags,release_date,price,old_userscore,is_free,detailed_description,about_the_game,short_description,pc_requirements,content_descriptors
655500,MX Bikes,PiBoSo,PiBoSo,"Racing, Simulation, Sports, Early Access",English,"Single-player, Multi-player, PvP, Online PvP, LAN PvP, Partial Controller Support, Family Sharing",2019-10-07,"$34.99 ",,false,"MX Bikes is a realistic motocross simulator, based...","MX Bikes is a realistic motocross simulator, based...","MX Bikes is a realistic motocross simulator, based...",Minimum:Requires a 64-bit processor and operating ...,
1669000,Age of Wonders 4,Triumph Studios,Paradox Interactive,Strategy,"English, French, German, Spanish - Spain, Japanese, Korean, Polish, Russian, Simplified Chineselanguages with full audio support","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Workshop, Partial Controller Support, Steam Cloud, Remote Play Together, Family Sharing",2023-05-02,"$34.99 ",,false,Get your Premium Edition today!Featured DLChttps:/...,Rule a fantasy realm of your own design in Age of ...,Rule a fantasy realm of your own design! Explore n...,Minimum:Requires a 64-bit processor and operating ...,
282070,This War of Mine,11 bit studios,11 bit studios,"Adventure, Indie, Simulation","English, French, German, Polish, Russian, Italian, Portuguese - Brazil, Spanish - Spain, Japanese, Korean, Turkish, Simplified Chineselanguages with full audio support","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Partial Controller Support, Steam Cloud, Family Sharing",2014-11-14,"$19.99 ",83,false,DISCOVER THE UPCOMING GAMEShttps://store.steampowe...,Recently updated with This War of Mine: Final Cut!...,In This War Of Mine you do not play as an elite so...,Minimum:Requires a 64-bit processor and operating ...,
601150,Devil May Cry 5,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",Action,"English, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Polish, Russian, Simplified Chinese, Traditional Chinese, Japanese, Koreanlanguages with full audio support","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, HDR available, Family Sharing",2019-03-07,"$29.99 ",89,false,Devil May Cry 5 + VergilThe ultimate Devil Hunter ...,The Devil you know returns in this brand new entry...,"The ultimate Devil Hunter is back in style, in the...",Minimum:OS: WINDOWS® 10 (64-BIT Required)Processor...,"WARNING: This game contains strong language, viole..."
1625450,Muck,Dani,Dani,"Action, Adventure, Free to Play, Indie",English,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op",2021-06-05,,,true,"Trapped in the muck on an island, alone or with yo...","Trapped in the muck on an island, alone or with yo...","Muck is a survival-roguelike. Collect resources, f...",Minimum:OS *: Windows 7Processor: dual core 2.00GH...,
1418630,Dread Hunger,Dread Hunger Team,Digital Confectioners,"Action, Adventure, Indie","English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Turkishlanguages with full audio support","Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Cloud, Valve Anti-Cheat enabled, Family Sharing",2022-01-26,,,false,JOIN THE DISCORDAbout the GameNote: Official serve...,"Note: Official server support ends 2024-01-01""We a...",A game of survival and betrayal. Eight Explorers p...,Minimum:Requires a 64-bit processor and operating ...,You can chop the limbs off animals and people with...
663090,Granado Espada,"IMCGAMES Co.,Ltd.","IMCGAMES Co.,Ltd.","Free to Play, Massively Multiplayer, RPG",English,"Multi-player, MMO, PvP, Online PvP, Steam Trading Cards, In-App Purchases",2017-10-15,,,true,BuzzCharacter Encyclopedia now available on our Of...,Characteristics More than 200 game characters Acti...,"Granado Espada, the long-standing MMORPG beloved i...",Minimum:OS *: Windows 7 (32bit / 64bit)Processor: ...,
471710,Rec Room,Rec Room,Rec Room,"Adventure, Casual, Massively Multiplayer, Free to Play",English,"Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Full controller support, Tracked Controller Support, VR Supported, SteamVR Collectibles, In-App Purchases, Includes level editor",2021-09-02,,,true,Rec Room is the best place to build and play games...,Rec Room is the best place to build and play games...,Rec Room is the best place to build and play games...,Minimum:OS *: Win 7 or higherProcessor: Intel i5 o...,
1056640,Phantasy Star Online 2 New Genesis,SEGA,SEGA,"Action, Massively Multiplayer, RPG, Free to Play","English, Japaneselanguages with full audio support","Multi-player, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, In-App Purchases, Partial Controller Support, Remote Play on Tablet",2020-08-05,,,true,"Phantasy Star Online 2 New Genesis, the latest cha...","Phantasy Star Online 2 New Genesis, the latest cha...","Phantasy Star Online 2 New Genesis, the latest cha...",Minimum:Requires a 64-bit processor and operating ...,
1324130,Stranded: Alien Dawn,Haemimont Games,Frontier Foundry,"Simulation, Strategy","English, French, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese","Single-player, Steam Achievements, Full controller support, Steam Workshop, Steam Cloud, Family Sharing",2023-04-25,"$34.99 ",81,false,"Brave a new world in Stranded: Alien Dawn, a plane...","Brave a new world in Stranded: Alien Dawn, a plane...","Brave a new world in Stranded: Alien Dawn, a plane...",Minimum:Requires a 64-bit processor and operating ...,This Game may contain content not appropriate for ...
289650,Assassin's Creed® Unity,Ubisoft,Ubisoft,"Action, Adventure","English, French, Italian, German, Spanish - Spain, Czech, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Traditional Chinese, Dutchlanguages with full audio support","Single-player, Multi-player, Co-op, In-App Purchases, Partial Controller Support, Family Sharing",2014-11-11,"$29.99 ",,false,Assassin’s Creed® Unity is an action/adventure gam...,Assassin’s Creed® Unity is an action/adventure gam...,"Assassin’s Creed® Unity tells the story of Arno, a...",Minimum:OS: Windows 10 (64-bit versions only)Proce...,
690790,DiRT Rally 2.0,Codemasters,"Codemasters, Electronic Arts","Racing, Simulation, Sports","English, French, Italian, German, Spanish - Spain, Polish, Portuguese - Brazil, Japaneselanguages with full audio support","Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Full controller support, VR Supported, Steam Cloud, Valve Anti-Cheat enabled, Family Sharing",2019-02-25,"$19.99 ",84,false,Special Offerhttps://store.steampowered.com/app/18...,DiRT Rally 2.0 dares you to carve your way through...,DiRT Rally 2.0 dares you to carve your way through...,Minimum:Requires a 64-bit processor and operating ...,
391220,Rise of the Tomb Raider™,"Crystal Dynamics, Eidos-Montréal, Feral Interactive (Mac), Feral Interactive (Linux), Nixxes","Crystal Dynamics, Feral Interactive (Mac), Feral Interactive (Linux)","Action, Adventure","English, French, Italian, German, Spanish - Spain, Dutch, Polish, Portuguese - Brazil, Russian, Japanese, Simplified Chinese, Traditional Chinese, Korean, Arabiclanguages with full audio support","Single-player, Steam Achievements, Full controller support, Tracked Controller Support, VR Supported, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing",2016-02-09,"$29.99 ",86,false,TOMB RAIDER I-III REMASTERED AVAILABLE NOWRise of ...,Rise of the Tomb Raider: 20 Year Celebration inclu...,Rise of the Tomb Raider: 20 Year Celebration inclu...,Minimum:OS *: Windows 7 64bitProcessor: Intel Core...,
228200,Company of Heroes,Relic Entertainment,SEGA,"Action, Strategy","English, French, Italian, German, Spanish - Spain, Czech, Japanese, Korean, Polish, Russian, Traditional Chineselanguages with full audio support","Single-player, Multi-player, Steam Trading Cards, Steam Workshop, Steam Cloud, Family Sharing",2006-09-11,"$19.99 ",93,false,"DISCLAIMERFOR ADDITIONAL USER REVIEWS, please visi...","DISCLAIMERFOR ADDITIONAL USER REVIEWS, please visi...","Delivering a visceral WWII gaming experience, Comp...",Minimum:OS *: Windows® XP or VistaProcessor: 2.0 G...,
493340,Planet Coaster,"Frontier Developments, Aspyr (Mac)","Frontier Developments, Aspyr (Mac)","Action, Adventure, Casual, Simulation, Strategy","English, French, German, Spanish - Spain, Portuguese - Brazil, Korean, Simplified Chinese, Traditional Chinese, Japanese","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Family Sharing",2016-11-17,"$44.99 ",84,false,"Surprise, delight and thrill crowds as you build t...","Surprise, delight and thrill crowds as you build t...",Planet Coaster® - the future of coaster park simul...,Minimum:Requires a 64-bit processor and operating ...,
268910,Cuphead,Studio MDHR Entertainment Inc.,Studio MDHR Entertainment Inc.,"Action, Indie","English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing",2017-09-29,"$19.99 ",88,false,Cuphead is a classic run and gun action game heavi...,Cuphead is a classic run and gun action game heavi...,Cuphead is a classic run and gun action game heavi...,Minimum:Requires a 64-bit processor and operating ...,
2591210,ASTRAL TALE-星界神話,"X-Legend Entertainment Co., Ltd.","X-Legend Entertainment Co., Ltd.","Action, Adventure, Massively Multiplayer, RPG","English, Japanese, Simplified Chinese, Traditional Chineselanguages with full audio support","Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, In-App Purchases",2024-01-07,,,true,"Classic Japanese MMORPG ""ASTRAL TALE"" is making it...","Classic Japanese MMORPG ""ASTRAL TALE"" is making it...","""ASTRAL TALE""- Myth of the Stars,"" a classic Japan...",Minimum:Requires a 64-bit processor and operating ...,
34030,Total War: NAPOLEON – Definitive Edition,"CREATIVE ASSEMBLY, Feral Interactive (Mac)","SEGA, Feral Interactive (Mac)",Strategy,"Czech, English, French, German, Italian, Polish, Russian, Spanish - Spain","Single-player, Multi-player, Steam Achievements, Steam Trading Cards, Stats, Family Sharing",2010-02-25,"$24.99 ",81,false,Complete your Total War collection with this Defin...,Complete your Total War collection with this Defin...,Complete your Total War collection with this Defin...,Minimum: OS *:Microsoft® Windows Vista®/XP®/Window...,
883710,Resident Evil 2,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",Action,"English, French, Italian, German, Spanish - Spain, Polish, Russian, Simplified Chinese, Traditional Chinese, Japanese, Korean, Portuguese - Brazil, Arabic, Thai, Spanish - Latin Americalanguages with full audio support","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Tablet, Remote Play on TV, HDR available, Family Sharing",2019-01-24,"$9.99 ",89,false,RESIDENT EVIL 2 R.P.D. DemoDeluxe EditionThe Delux...,The genre-defining masterpiece Resident Evil 2 ret...,A deadly virus engulfs the residents of Raccoon Ci...,Minimum:Requires a 64-bit processor and operating ...,
1976440,CounterSide,"Studiobside Co.,Ltd","Studiobside Co.,Ltd","RPG, Free to Play","English, French, German, Korean, Japaneselanguages with full audio support","Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, In-App Purchases",2022-09-01,,,true,Everything has another sideUrban Graphic Novel RPG...,Everything has another sideUrban Graphic Novel RPG...,Everything has another side Urban Graphic Novel RP...,Minimum:Requires a 64-bit processor and operating ...,
719890,Beasts of Bermuda,"Sastrei Studios, LLC","Sastrei Studios, LLC","Adventure, Indie, Massively Multiplayer, Simulation, Early Access","English, German, Russian, French, Spanish - Spain, Finnish, Hungarian, Portuguese - Brazil, Simplified Chinese, Ukrainian, Swedish, Danish, Turkish, Romanian, Spanish - Latin America, Bulgarian, Dutch, Norwegian, Polish, Traditional Chinese, Afrikaans","Multi-player, PvP, Online PvP, Full controller support, Family Sharing",2018-12-21,"$13.39 ",,false,Beasts of Bermuda is a multiplayer game hosting la...,Beasts of Bermuda is a multiplayer game hosting la...,Beasts of Bermuda is a multiplayer game hosting la...,Minimum:Requires a 64-bit processor and operating ...,
1451190,Undisputed,Steel City Interactive,Steel City Interactive,"Action, Simulation, Sports, Early Access","English, French, Italian, German, Spanish - Latin Americalanguages with full audio support","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Partial Controller Support, Steam Cloud, Remote Play Together, Family Sharing",2023-01-31,"$39.99 ",,false,Boxing is Back! Undisputed is an authentic boxing ...,Boxing is Back! Undisputed is an authentic boxing ...,Become Undisputed in the most authentic boxing gam...,Minimum:Requires a 64-bit processor and operating ...,"Blood
Mild Suggestive Themes
Violence
"
774171,Muse Dash,peropero,hasuhasu,"Action, Casual, Indie","Japanese, Simplified Chinese, English, Traditional Chinese, Koreanlanguages with full audio support","Single-player, Partial Controller Support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing",2019-06-19,"$2.99 ",,false,"Important MessageAbout the Game""Hitting while list...","""Hitting while listening to music.""""Is that the ca...",Paradise of parkour & rhythm game ★★★ — Muse Dash!...,Minimum:OS *: Windows 7 64bit or laterProcessor: I...,Mature imagery. Users can unlock characters in the...
1594320,Captain of Industry,MaFi Games,MaFi Games,"Indie, Simulation, Strategy, Early Access","English, French, German, Spanish - Spain, Czech, Dutch, Swedish, Italian, Russian, Simplified Chinese, Japanese, Korean, Polish, Portuguese - Brazil, Hungarian, Catalan, Estonian, Turkish, Traditional Chinese, Ukrainian","Single-player, Steam Cloud, Family Sharing",2022-05-31,"$29.99 ",,false,JOIN OUR DISCORDAbout the GameYour journey will st...,Your journey will start on an abandoned island wit...,Land your crew of survivors on an abandoned island...,Minimum:Requires a 64-bit processor and operating ...,
